id,level,description
G.45.11-1/02,Subclasse,"Comércio a varejo de automóveis, camionetas e utilitários usados"
G.45.11-1/03,Subclasse,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados"
G.45.11-1/04,Subclasse,"Comércio por atacado de caminhões novos e usados"
G.45.11-1/05,Subclasse,"Comércio por atacado de reboques e semi-reboques novos e usados"
G.45.11-1/06,Subclasse,"Comércio por atacado de ônibus e microônibus novos e usados"
G.45.12-9,Classe,"Representantes comerciais e agentes do comércio de veículos automotores"
G.45.12-9/01,Subclasse,"Representantes comerciais e agentes do comércio de veículos automotores"
G.45.12-9/02,Subclasse,"Comércio sob consignação de veículos automotores"
G.45.2,Grupo,"Manutenção e reparação de veículos automotores"
G.45.20-0,Classe,"Manutenção e reparação de veículos automotores"
G.45.20-0/01,Subclasse,"Serviços de manutenção e reparação mecânica de veículos automotores"
G.45.20-0/02,Subclasse,"Serviços de lanternagem ou funilaria e pintura de veículos automotores"
G.45.20-0/03,Subclasse,"Serviços de manutenção e reparação elétrica de veículos automotores"
G.45.20-0/04,Subclasse,"Serviços de alinhamento e balanceamento de veículos automotores"
G.45.20-0/05,Subclasse,"Serviços de lavagem, lubrificação e polimento de veículos automotores"
G.45.20-0/06,Subclasse,"Serviços de borracharia para veículos automotores"
G.45.20-0/07,Subclasse,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores"
G.45.20-0/08,Subclasse,"Serviços de capotaria"
G.45.3,Grupo,"Comércio de peças e acessórios para veículos automotores"
G.45.30-7,Classe,"Comércio de peças e acessórios para veículos automotores"
G.45.30-7/01,Subclasse,"Comércio por atacado de peças e acessórios novos para veículos automotores"
G.45.30-7/02,Subclasse,"Comércio por atacado de pneumáticos e câmaras-de-ar"
G.45.30-7/03,Subclasse,"Comércio a varejo de peças e acessórios novos para veículos automotores"
G.45.30-7/04,Subclasse,"Comércio a varejo de peças e acessórios usados para veículos automotores"
G.45.30-7/05,Subclasse,"Comércio a varejo de pneumáticos e câmaras-de-ar"
G.45.30-7/06,Subclasse,"Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores"
G.45.4,Grupo,"Comércio, manutenção e reparação de motocicletas, peças e acessórios"
G.45.41-2,Classe,"Comércio por atacado e a varejo de motocicletas, peças e acessórios"
G.45.41-2/01,Subclasse,"Comércio por atacado de motocicletas e motonetas"
G.45.41-2/02,Subclasse,"Comércio por atacado de peças e acessórios para motocicletas e motonetas"
G.45.41-2/03,Subclasse,"Comércio a varejo de motocicletas e motonetas novas"
G.45.41-2/04,Subclasse,"Comércio a varejo de motocicletas e motonetas usadas"
G.45.41-2/05,Subclasse,"Comércio a varejo de peças e acessórios para motocicletas e motonetas"
G.45.42-1,Classe,"Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios"
G.45.42-1/01,Subclasse,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios"
G.45.42-1/02,Subclasse,"Comércio sob consignação de motocicletas e motonetas"
G.45.43-9,Classe,"Manutenção e reparação de motocicletas"
G.45.43-9/00,Subclasse,"Manutenção e reparação de motocicletas e motonetas"
G.46,Divisão,"Comércio Por Atacado, Exceto Veículos Automotores e Motocicletas"
G.46.1,Grupo,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas"
G.46.11-7,Classe,"Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos"
G.46.11-7/00,Subclasse,"Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos"
G.46.12-5,Classe,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos"
G.46.12-5/00,Subclasse,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos"
G.46.13-3,Classe,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens"
G.46.13-3/00,Subclasse,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens"
G.46.14-1,Classe,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves"
G.46.14-1/00,Subclasse,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves"
G.46.15-0,Classe,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico"
G.46.15-0/00,Subclasse,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico"
G.46.16-8,Classe,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem"
G.46.16-8/00,Subclasse,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem"
G.46.17-6,Classe,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo"
G.46.17-6/00,Subclasse,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo"
G.46.18-4,Classe,"Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente"
G.46.18-4/01,Subclasse,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria"
G.46.18-4/02,Subclasse,"Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares"
G.46.18-4/03,Subclasse,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações"
G.46.18-4/99,Subclasse,"Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente"
G.46.19-2,Classe,"Representantes comerciais e agentes do comércio de mercadorias em geral não especializado"
G.46.19-2/00,Subclasse,"Representantes comerciais e agentes do comércio de mercadorias em geral não especializado"
G.46.2,Grupo,"Comércio atacadista de matérias-primas agrícolas e animais vivos"
G.46.21-4,Classe,"Comércio atacadista de café em grão"
G.46.21-4/00,Subclasse,"Comércio atacadista de café em grão"
G.46.22-2,Classe,"Comércio atacadista de soja"
G.46.22-2/00,Subclasse,"Comércio atacadista de soja"
G.46.23-1,Classe,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja"
G.46.23-1/01,Subclasse,"Comércio atacadista de animais vivos"
G.46.23-1/02,Subclasse,"Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal"
G.46.23-1/03,Subclasse,"Comércio atacadista de algodão"
G.46.23-1/04,Subclasse,"Comércio atacadista de fumo em folha não beneficiado"
G.46.23-1/05,Subclasse,"Comércio atacadista de cacau"
G.46.23-1/06,Subclasse,"Comércio atacadista de sementes, flores, plantas e gramas"
G.46.23-1/07,Subclasse,"Comércio atacadista de sisal"
G.46.23-1/08,Subclasse,"Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada"
G.46.23-1/09,Subclasse,"Comércio atacadista de alimentos para animais"
G.46.23-1/99,Subclasse,"Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente"
G.46.3,Grupo,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo"
G.46.31-1,Classe,"Comércio atacadista de leite e laticínios"
G.46.31-1/00,Subclasse,"Comércio atacadista de leite e laticínios"
G.46.32-0,Classe,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas"
G.46.32-0/01,Subclasse,"Comércio atacadista de cereais e leguminosas beneficiados"
G.46.32-0/02,Subclasse,"Comércio atacadista de farinhas, amidos e féculas"
G.46.32-0/03,Subclasse,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada"
G.46.33-8,Classe,"Comércio atacadista de hortifrutigranjeiros"
G.46.33-8/01,Subclasse,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos"
G.46.33-8/02,Subclasse,"Comércio atacadista de aves vivas e ovos"
G.46.33-8/03,Subclasse,"Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação"
G.46.34-6,Classe,"Comércio atacadista de carnes, produtos da carne e pescado"
G.46.34-6/01,Subclasse,"Comércio atacadista de carnes bovinas e suínas e derivados"
G.46.34-6/02,Subclasse,"Comércio atacadista de aves abatidas e derivados"
G.46.34-6/03,Subclasse,"Comércio atacadista de pescados e frutos do mar"
G.46.34-6/99,Subclasse,"Comércio atacadista de carnes e derivados de outros animais"
G.46.35-4,Classe,"Comércio atacadista de bebidas"
G.46.35-4/01,Subclasse,"Comércio atacadista de água mineral"
G.46.35-4/02,Subclasse,"Comércio atacadista de cerveja, chope e refrigerante"
G.46.35-4/03,Subclasse,"Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada"
G.46.35-4/99,Subclasse,"Comércio atacadista de bebidas não especificadas anteriormente"
G.46.36-2,Classe,"Comércio atacadista de produtos do fumo"
G.46.36-2/01,Subclasse,"Comércio atacadista de fumo beneficiado"
G.46.36-2/02,Subclasse,"Comércio atacadista de cigarros, cigarrilhas e charutos"
G.46.37-1,Classe,"Comércio atacadista especializado em produtos alimentícios não especificados anteriormente"
G.46.37-1/01,Subclasse,"Comércio atacadista de café torrado, moído e solúvel"
G.46.37-1/02,Subclasse,"Comércio atacadista de açúcar"
G.46.37-1/03,Subclasse,"Comércio atacadista de óleos e gorduras"
G.46.37-1/04,Subclasse,"Comércio atacadista de pães, bolos, biscoitos e similares"
G.46.37-1/05,Subclasse,"Comércio atacadista de massas alimentícias"
G.46.37-1/06,Subclasse,"Comércio atacadista de sorvetes"
G.46.37-1/07,Subclasse,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes"
G.46.37-1/99,Subclasse,"Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente"
G.46.39-7,Classe,"Comércio atacadista de produtos alimentícios em geral"
G.46.39-7/01,Subclasse,"Comércio atacadista de produtos alimentícios em geral"
G.46.39-7/02,Subclasse,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada"
G.46.4,Grupo,"Comércio atacadista de produtos de consumo não-alimentar"
G.46.41-9,Classe,"Comércio atacadista de tecidos, artefatos de tecidos e de armarinho"
G.46.41-9/01,Subclasse,"Comércio atacadista de tecidos"
G.46.41-9/02,Subclasse,"Comércio atacadista de artigos de cama, mesa e banho"
G.46.41-9/03,Subclasse,"Comércio atacadista de artigos de armarinho"
G.46.42-7,Classe,"Comércio atacadista de artigos do vestuário e acessórios"
G.46.42-7/01,Subclasse,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança"
G.46.42-7/02,Subclasse,"Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho"
G.46.43-5,Classe,"Comércio atacadista de calçados e artigos de viagem"
G.46.43-5/01,Subclasse,"Comércio atacadista de calçados"
G.46.43-5/02,Subclasse,"Comércio atacadista de bolsas, malas e artigos de viagem"
G.46.44-3,Classe,"Comércio atacadista de produtos farmacêuticos para uso humano e veterinário"
G.46.44-3/01,Subclasse,"Comércio atacadista de medicamentos e drogas de uso humano"
G.46.44-3/02,Subclasse,"Comércio atacadista de medicamentos e drogas de uso veterinário"
G.46.45-1,Classe,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico"
G.46.45-1/01,Subclasse,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios"
G.46.45-1/02,Subclasse,"Comércio atacadista de próteses e artigos de ortopedia"
G.46.45-1/03,Subclasse,"Comércio atacadista de produtos odontológicos"
G.46.46-0,Classe,"Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal"
G.46.46-0/01,Subclasse,"Comércio atacadista de cosméticos e produtos de perfumaria"
G.46.46-0/02,Subclasse,"Comércio atacadista de produtos de higiene pessoal"
G.46.47-8,Classe,"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações"
G.46.47-8/01,Subclasse,"Comércio atacadista de artigos de escritório e de papelaria"
G.46.47-8/02,Subclasse,"Comércio atacadista de livros, jornais e outras publicações"
G.46.49-4,Classe,"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente"
G.46.49-4/01,Subclasse,"Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico"
G.46.49-4/02,Subclasse,"Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico"
G.46.49-4/03,Subclasse,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos"
G.46.49-4/04,Subclasse,"Comércio atacadista de móveis e artigos de colchoaria"
G.46.49-4/05,Subclasse,"Comércio atacadista de artigos de tapeçaria; persianas e cortinas"
G.46.49-4/06,Subclasse,"Comércio atacadista de lustres, luminárias e abajures"
G.46.49-4/07,Subclasse,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos"
G.46.49-4/08,Subclasse,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar"
G.46.49-4/09,Subclasse,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada"
G.46.49-4/10,Subclasse,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas"
G.46.49-4/99,Subclasse,"Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente"
G.46.5,Grupo,"Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação"
G.46.51-6,Classe,"Comércio atacadista de computadores, periféricos e suprimentos de informática"
G.46.51-6/01,Subclasse,"Comércio atacadista de equipamentos de informática"
G.46.51-6/02,Subclasse,"Comércio atacadista de suprimentos para informática"
G.46.52-4,Classe,"Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação"
G.46.52-4/00,Subclasse,"Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação"
G.46.6,Grupo,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação"
G.46.61-3,Classe,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"
G.46.61-3/00,Subclasse,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"
G.46.62-1,Classe,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças"
G.46.62-1/00,Subclasse,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças"
G.46.63-0,Classe,"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças"
G.46.63-0/00,Subclasse,"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças"
G.46.64-8,Classe,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças"
G.46.64-8/00,Subclasse,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças"
G.46.65-6,Classe,"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças"
G.46.65-6/00,Subclasse,"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças"
G.46.69-9,Classe,"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças"
G.46.69-9/01,Subclasse,"Comércio atacadista de bombas e compressores; partes e peças"
G.46.69-9/99,Subclasse,"Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças"
G.46.7,Grupo,"Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção"
G.46.71-1,Classe,"Comércio atacadista de madeira e produtos derivados"
G.46.71-1/00,Subclasse,"Comércio atacadista de madeira e produtos derivados"
G.46.72-9,Classe,"Comércio atacadista de ferragens e ferramentas"
G.46.72-9/00,Subclasse,"Comércio atacadista de ferragens e ferramentas"
G.46.73-7,Classe,"Comércio atacadista de material elétrico"
G.46.73-7/00,Subclasse,"Comércio atacadista de material elétrico"
G.46.74-5,Classe,"Comércio atacadista de cimento"
G.46.74-5/00,Subclasse,"Comércio atacadista de cimento"
G.46.79-6,Classe,"Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral"
G.46.79-6/01,Subclasse,"Comércio atacadista de tintas, vernizes e similares"
G.46.79-6/02,Subclasse,"Comércio atacadista de mármores e granitos"
G.46.79-6/03,Subclasse,"Comércio atacadista de vidros, espelhos e vitrais"
G.46.79-6/04,Subclasse,"Comércio atacadista especializado de materiais de construção não especificados anteriormente"
G.46.79-6/99,Subclasse,"Comércio atacadista de materiais de construção em geral"
G.46.8,Grupo,"Comércio atacadista especializado em outros produtos"
G.46.81-8,Classe,"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP"
G.46.81-8/01,Subclasse,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)"
G.46.81-8/02,Subclasse,"Comércio atacadista de combustíveis realizado por transportador retalhista (TRR)"
G.46.81-8/03,Subclasse,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante"
G.46.81-8/04,Subclasse,"Comércio atacadista de combustíveis de origem mineral em bruto"
G.46.81-8/05,Subclasse,"Comércio atacadista de lubrificantes"
G.46.82-6,Classe,"Comércio atacadista de gás liqüefeito de petróleo (GLP)"
G.46.82-6/00,Subclasse,"Comércio atacadista de gás liqüefeito de petróleo (GLP)"
G.46.83-4,Classe,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo"
G.46.83-4/00,Subclasse,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo"
G.46.84-2,Classe,"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos"
G.46.84-2/01,Subclasse,"Comércio atacadista de resinas e elastômeros"
G.46.84-2/02,Subclasse,"Comércio atacadista de solventes"
G.46.84-2/99,Subclasse,"Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente"
G.46.85-1,Classe,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção"
G.46.85-1/00,Subclasse,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção"
G.46.86-9,Classe,"Comércio atacadista de papel e papelão em bruto e de embalagens"
G.46.86-9/01,Subclasse,"Comércio atacadista de papel e papelão em bruto"
G.46.86-9/02,Subclasse,"Comércio atacadista de embalagens"
G.46.87-7,Classe,"Comércio atacadista de resíduos e sucatas"
G.46.87-7/01,Subclasse,"Comércio atacadista de resíduos de papel e papelão"
G.46.87-7/02,Subclasse,"Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão"
G.46.87-7/03,Subclasse,"Comércio atacadista de resíduos e sucatas metálicos"
G.46.89-3,Classe,"Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente"
G.46.89-3/01,Subclasse,"Comércio atacadista de produtos da extração mineral, exceto combustíveis"
G.46.89-3/02,Subclasse,"Comércio atacadista de fios e fibras beneficiados"
G.46.89-3/99,Subclasse,"Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente"
G.46.9,Grupo,"Comércio atacadista não-especializado"
G.46.91-5,Classe,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios"
G.46.91-5/00,Subclasse,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios"
G.46.92-3,Classe,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários"
G.46.92-3/00,Subclasse,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários"
G.46.93-1,Classe,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários"
G.46.93-1/00,Subclasse,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários"
G.47,Divisão,"Comércio Varejista"
G.47.1,Grupo,"Comércio varejista não-especializado"
G.47.11-3,Classe,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados"
G.47.11-3/01,Subclasse,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados"
G.47.11-3/02,Subclasse,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados"
G.47.12-1,Classe,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
G.47.12-1/00,Subclasse,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
G.47.13-0,Classe,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios"
G.47.13-0/01,Subclasse,"Lojas de departamentos ou magazines"
G.47.13-0/02,Subclasse,"Lojas de variedades, exceto lojas de departamentos ou magazines"
G.47.13-0/03,Subclasse,"Lojas duty free de aeroportos internacionais"
G.47.2,Grupo,"Comércio varejista de produtos alimentícios, bebidas e fumo"
G.47.21-1,Classe,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes"
G.47.21-1/02,Subclasse,"Padaria e confeitaria com predominância de revenda"
G.47.21-1/03,Subclasse,"Comércio varejista de laticínios e frios"
G.47.21-1/04,Subclasse,"Comércio varejista de doces, balas, bombons e semelhantes"
G.47.22-9,Classe,"Comércio varejista de carnes e pescados - açougues e peixarias"
G.47.22-9/01,Subclasse,"Comércio varejista de carnes - açougues"
G.47.22-9/02,Subclasse,"Peixaria"
G.47.23-7,Classe,"Comércio varejista de bebidas"
G.47.23-7/00,Subclasse,"Comércio varejista de bebidas"
G.47.24-5,Classe,"Comércio varejista de hortifrutigranjeiros"
G.47.24-5/00,Subclasse,"Comércio varejista de hortifrutigranjeiros"
G.47.29-6,Classe,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo"
G.47.29-6/01,Subclasse,"Tabacaria"
G.47.29-6/02,Subclasse,"Comércio varejista de mercadorias em lojas de conveniência"
G.47.29-6/99,Subclasse,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente"
G.47.3,Grupo,"Comércio varejista de combustíveis para veículos automotores"
G.47.31-8,Classe,"Comércio varejista de combustíveis para veículos automotores"
G.47.31-8/00,Subclasse,"Comércio varejista de combustíveis para veículos automotores"
G.47.32-6,Classe,"Comércio varejista de lubrificantes"
G.47.32-6/00,Subclasse,"Comércio varejista de lubrificantes"
G.47.4,Grupo,"Comércio varejista de material de construção"
G.47.41-5,Classe,"Comércio varejista de tintas e materiais para pintura"
G.47.41-5/00,Subclasse,"Comércio varejista de tintas e materiais para pintura"
G.47.42-3,Classe,"Comércio varejista de material elétrico"
G.47.42-3/00,Subclasse,"Comércio varejista de material elétrico"
G.47.43-1,Classe,"Comércio varejista de vidros"
G.47.43-1/00,Subclasse,"Comércio varejista de vidros"
G.47.44-0,Classe,"Comércio varejista de ferragens, madeira e materiais de construção"
G.47.44-0/01,Subclasse,"Comércio varejista de ferragens e ferramentas"
G.47.44-0/02,Subclasse,"Comércio varejista de madeira e artefatos"
G.47.44-0/03,Subclasse,"Comércio varejista de materiais hidráulicos"
G.47.44-0/04,Subclasse,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas"
G.47.44-0/05,Subclasse,"Comércio varejista de materiais de construção não especificados anteriormente"
G.47.44-0/06,Subclasse,"Comércio varejista de pedras para revestimento"
G.47.44-0/99,Subclasse,"Comércio varejista de materiais de construção em geral"
G.47.5,Grupo,"Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico"
G.47.51-2,Classe,"Comércio varejista especializado de equipamentos e suprimentos de informática"
G.47.51-2/01,Subclasse,"Comércio varejista especializado de equipamentos e suprimentos de informática"
G.47.51-2/02,Subclasse,"Recarga de cartuchos para equipamentos de informática"
G.47.52-1,Classe,"Comércio varejista especializado de equipamentos de telefonia e comunicação"
G.47.52-1/00,Subclasse,"Comércio varejista especializado de equipamentos de telefonia e comunicação"
G.47.53-9,Classe,"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo"
G.47.53-9/00,Subclasse,"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo"
G.47.54-7,Classe,"Comércio varejista especializado de móveis, colchoaria e artigos de iluminação"
G.47.54-7/01,Subclasse,"Comércio varejista de móveis"
G.47.54-7/02,Subclasse,"Comércio varejista de artigos de colchoaria"
G.47.54-7/03,Subclasse,"Comércio varejista de artigos de iluminação"
G.47.55-5,Classe,"Comércio varejista especializado de tecidos e artigos de cama, mesa e banho"
G.47.55-5/01,Subclasse,"Comércio varejista de tecidos"
G.47.55-5/02,Subclasse,"Comercio varejista de artigos de armarinho"
G.47.55-5/03,Subclasse,"Comercio varejista de artigos de cama, mesa e banho"
G.47.56-3,Classe,"Comércio varejista especializado de instrumentos musicais e acessórios"
G.47.56-3/00,Subclasse,"Comércio varejista especializado de instrumentos musicais e acessórios"
G.47.57-1,Classe,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação"
G.47.57-1/00,Subclasse,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação"
G.47.59-8,Classe,"Comércio varejista de artigos de uso doméstico não especificados anteriormente"
G.47.59-8/01,Subclasse,"Comércio varejista de artigos de tapeçaria, cortinas e persianas"
G.47.59-8/99,Subclasse,"Comércio varejista de outros artigos de uso doméstico não especificados anteriormente"
G.47.6,Grupo,"Comércio varejista de artigos culturais, recreativos e esportivos"
G.47.61-0,Classe,"Comércio varejista de livros, jornais, revistas e papelaria"
G.47.61-0/01,Subclasse,"Comércio varejista de livros"
G.47.61-0/02,Subclasse,"Comércio varejista de jornais e revistas"
G.47.61-0/03,Subclasse,"Comércio varejista de artigos de papelaria"
G.47.62-8,Classe,"Comércio varejista de discos, CDs, DVDs e fitas"
G.47.62-8/00,Subclasse,"Comércio varejista de discos, CDs, DVDs e fitas"
G.47.63-6,Classe,"Comércio varejista de artigos recreativos e esportivos"
G.47.63-6/01,Subclasse,"Comércio varejista de brinquedos e artigos recreativos"
G.47.63-6/02,Subclasse,"Comércio varejista de artigos esportivos"
G.47.63-6/03,Subclasse,"Comércio varejista de bicicletas e triciclos; peças e acessórios"
G.47.63-6/04,Subclasse,"Comércio varejista de artigos de caça, pesca e camping"
G.47.63-6/05,Subclasse,"Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios"
G.47.7,Grupo,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos"
G.47.71-7,Classe,"Comércio varejista de produtos farmacêuticos para uso humano e veterinário"
G.47.71-7/01,Subclasse,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
G.47.71-7/02,Subclasse,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas"
G.47.71-7/03,Subclasse,"Comércio varejista de produtos farmacêuticos homeopáticos"
G.47.71-7/04,Subclasse,"Comércio varejista de medicamentos veterinários"
G.47.72-5,Classe,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
G.47.72-5/00,Subclasse,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
G.47.73-3,Classe,"Comércio varejista de artigos médicos e ortopédicos"
G.47.73-3/00,Subclasse,"Comércio varejista de artigos médicos e ortopédicos"
G.47.74-1,Classe,"Comércio varejista de artigos de óptica"
G.47.74-1/00,Subclasse,"Comércio varejista de artigos de óptica"
G.47.8,Grupo,"Comércio varejista de produtos novos não especificados anteriormente e de produtos usados"
G.47.81-4,Classe,"Comércio varejista de artigos do vestuário e acessórios"
G.47.81-4/00,Subclasse,"Comércio varejista de artigos do vestuário e acessórios"
G.47.82-2,Classe,"Comércio varejista de calçados e artigos de viagem"
G.47.82-2/01,Subclasse,"Comércio varejista de calçados"
G.47.82-2/02,Subclasse,"Comércio varejista de artigos de viagem"
G.47.83-1,Classe,"Comércio varejista de jóias e relógios"
G.47.83-1/01,Subclasse,"Comércio varejista de artigos de joalheria"
G.47.83-1/02,Subclasse,"Comércio varejista de artigos de relojoaria"
G.47.84-9,Classe,"Comércio varejista de gás liqüefeito de petróleo (GLP)"
G.47.84-9/00,Subclasse,"Comércio varejista de gás liqüefeito de petróleo (GLP)"
G.47.85-7,Classe,"Comércio varejista de artigos usados"
G.47.85-7/01,Subclasse,"Comércio varejista de antigüidades"
